User_id,Gender,Location,Max_transaction_date,No_of_transactions,No_of_transactions_weekends,No_of_transactions_weekdays,No_of_transactions_after_2PM,No_of_transactions_after_2PM,No_of_transactions_before_2PM,Total_spend,Total_discount_amount,Discount_percentage,Total_quantity,No_of_transactions_with_discount_more_than_20pct,No_of_distinct_products_purchased,No_of_distinct_segments_purchased,No_of_distinct_styles_purchased,segment,,
269,F,North,26:00.0,12,5,7,6,6,1385,224.2,16.1877,40,3,7,2,3,7,High,,
270,M,North,44:00.0,8,4,4,3,5,516,95.66,18.5387,22,3,6,2,4,6,Medium,,
271,M,South,21:00.0,3,0,3,2,1,401,24.38,6.0798,11,0,3,2,2,3,Low,,
272,M,South,10:00.0,4,2,2,1,3,319,15.69,4.9184,10,0,4,2,4,4,Low,,
273,M,South,12:00.0,12,3,9,5,7,859,123.93,14.4272,29,1,9,2,4,9,Medium,,
274,F,South,48:00.0,6,3,3,1,5,430,68.06,15.8279,19,2,5,2,4,5,Low,,
275,M,South,11:00.0,6,0,6,2,4,360,41.93,11.6472,11,2,6,2,4,6,Low,,
276,M,South,08:00.0,11,4,7,3,8,713,75.8,10.6311,25,1,9,2,4,9,Medium,,
277,F,South,04:00.0,13,4,9,7,6,1493,146.79,9.8318,44,2,8,2,4,8,High,,
278,M,North,42:00.0,8,1,7,2,6,862,82.04,9.5174,29,1,6,2,4,6,Medium,,
279,F,South,34:00.0,12,2,10,7,5,1049,145.75,13.8941,38,2,7,2,4,7,High,,
280,M,South,06:00.0,9,3,6,3,6,578,56.27,9.7352,26,1,7,2,4,7,Medium,,
281,M,South,55:00.0,11,2,9,5,6,662,97.44,14.719,26,2,7,2,4,7,Medium,,
282,M,South,46:00.0,13,3,10,5,8,743,109.06,14.6783,26,1,8,2,4,8,Medium,,
283,M,South,17:00.0,12,3,9,6,6,932,150.96,16.1974,30,3,8,2,4,8,Medium,,
284,M,South,21:00.0,9,4,5,3,6,580,61.32,10.5724,23,1,7,2,4,7,Medium,,
285,M,South,41:00.0,11,4,7,0,11,702,116.79,16.6367,27,4,8,2,4,8,Medium,,
286,M,South,05:00.0,8,3,5,2,6,680,86.63,12.7397,22,2,5,2,2,5,Medium,,
287,M,North,33:00.0,7,4,3,3,4,436,59.06,13.5458,15,1,7,2,4,7,Low,,
288,M,South,25:00.0,4,2,2,2,2,305,9.73,3.1901,12,0,4,2,3,4,Low,,
289,M,South,54:00.0,7,2,5,5,2,593,70.35,11.8634,23,0,6,2,3,6,Medium,,
290,F,South,37:00.0,8,3,5,2,6,571,61.68,10.8021,23,2,6,2,4,6,Medium,,
291,M,North,32:00.0,7,1,6,4,3,452,55.33,12.2411,21,2,5,2,4,5,Low,,
292,M,South,06:00.0,5,1,4,1,4,205,32.5,15.8536,15,2,4,2,4,4,Low,,
293,M,South,13:00.0,13,4,9,8,5,1204,174.64,14.5049,40,5,10,2,4,10,High,,
294,M,South,32:00.0,11,2,9,7,4,1029,108.26,10.5208,33,2,9,2,4,9,High,,
295,F,South,02:00.0,6,2,4,2,4,491,47.99,9.7739,14,1,5,2,3,5,Low,,
296,M,South,51:00.0,10,2,8,7,3,909,61.51,6.7667,27,2,7,2,3,7,Medium,,
297,M,North,17:00.0,14,8,6,4,10,1073,175.42,16.3485,35,2,9,2,4,9,High,,
298,M,South,34:00.0,10,1,9,5,5,728,97.47,13.3887,29,0,8,2,4,8,Medium,,
299,F,South,47:00.0,6,1,5,2,4,520,55.71,10.7134,12,0,3,2,2,3,Medium,,
300,M,South,36:00.0,7,1,6,3,4,373,49.03,13.1447,16,2,5,2,3,5,Low,,
301,M,North,16:00.0,11,1,10,7,4,1011,94.16,9.3135,38,2,7,2,3,7,High,,
302,M,South,34:00.0,6,4,2,4,2,410,46.25,11.2804,19,1,5,2,3,5,Low,,
303,M,South,59:00.0,14,2,12,4,10,818,103.66,12.6723,41,1,7,2,4,7,Medium,,
304,M,South,44:00.0,7,2,5,3,4,244,34.78,14.254,17,2,6,2,4,6,Low,,
305,M,South,22:00.0,10,4,6,4,6,1193,140.03,11.7376,28,1,6,2,4,6,High,,
306,F,South,37:00.0,11,0,11,6,5,1332,155.26,11.6561,40,2,6,2,4,6,High,,
307,F,South,40:00.0,14,3,11,7,7,917,102.97,11.229,44,1,8,2,4,8,Medium,,
308,M,North,21:00.0,10,2,8,5,5,982,172.42,17.558,32,3,7,2,4,7,Medium,,
309,M,South,16:00.0,9,4,5,2,7,572,60.46,10.5699,25,0,5,2,3,5,Medium,,
310,M,North,32:00.0,5,1,4,1,4,307,33.53,10.9218,10,1,4,2,2,4,Low,,
311,M,South,43:00.0,10,3,7,5,5,1030,114.86,11.1514,33,2,7,2,4,7,High,,
312,M,North,34:00.0,4,1,3,2,2,393,38.72,9.8524,16,0,4,2,4,4,Low,,
313,F,South,24:00.0,9,5,4,5,4,925,123.52,13.3535,30,0,6,2,4,6,Medium,,
314,M,South,26:00.0,14,6,8,4,10,815,103.14,12.6552,33,1,8,2,4,8,Medium,,
315,M,South,17:00.0,10,3,7,8,2,1167,126.59,10.8474,33,2,7,2,4,7,High,,
316,F,South,04:00.0,13,3,10,3,10,619,65.1,10.5169,30,0,7,2,4,7,Medium,,
317,M,South,26:00.0,11,4,7,6,5,1007,101.96,10.1251,29,4,7,2,4,7,High,,
318,F,South,51:00.0,6,1,5,3,3,620,70.68,11.4,20,1,4,2,3,4,Medium,,
319,M,South,30:00.0,11,3,8,3,8,1162,167.14,14.3838,39,3,8,2,4,8,High,,
320,M,North,04:00.0,9,4,5,2,7,713,102.76,14.4123,25,2,7,2,3,7,Medium,,
321,M,South,15:00.0,3,0,3,3,0,144,14.69,10.2013,10,1,3,2,3,3,Low,,
322,M,North,43:00.0,8,2,6,5,3,798,143.76,18.015,25,2,6,2,4,6,Medium,,
323,M,South,25:00.0,8,2,6,3,5,492,44.6,9.065,17,0,6,2,3,6,Low,,
324,F,North,43:00.0,9,0,9,2,7,864,156.94,18.1643,26,3,7,2,4,7,Medium,,
325,M,South,50:00.0,8,3,5,4,4,595,55.42,9.3142,28,1,6,2,4,6,Medium,,
326,F,South,18:00.0,8,0,8,6,2,633,56.69,8.9557,23,1,7,2,4,7,Medium,,
327,M,South,43:00.0,5,0,5,2,3,260,28.97,11.1423,17,1,4,2,2,4,Low,,
328,F,South,03:00.0,7,1,6,2,5,406,61.25,15.0862,15,1,5,2,4,5,Low,,
329,M,South,35:00.0,6,1,5,1,5,547,58.33,10.6636,18,1,6,2,3,6,Medium,,
330,M,South,08:00.0,14,3,11,5,9,1727,227.91,13.1968,53,2,9,2,4,9,High,,
331,M,South,56:00.0,9,1,8,5,4,998,163.46,16.3787,32,3,8,2,4,8,Medium,,
332,M,South,38:00.0,7,2,5,1,6,671,66.33,9.8852,26,1,4,2,2,4,Medium,,
333,M,South,08:00.0,5,2,3,3,2,504,33,6.5476,12,0,4,2,3,4,Medium,,
334,F,South,07:00.0,6,3,3,4,2,480,70.21,14.627,16,1,6,2,4,6,Low,,
335,M,South,18:00.0,9,4,5,4,5,818,137.6,16.8215,25,1,6,2,4,6,Medium,,
336,F,North,10:00.0,9,4,5,5,4,669,64.4,9.6263,30,1,6,2,4,6,Medium,,
337,F,North,46:00.0,8,2,6,4,4,425,45.45,10.6941,23,0,4,2,2,4,Low,,
338,M,South,18:00.0,10,3,7,3,7,616,57.93,9.4042,31,0,7,2,3,7,Medium,,
339,F,North,55:00.0,7,2,5,3,4,285,27.17,9.5333,14,0,6,2,4,6,Low,,
340,M,South,49:00.0,10,2,8,5,5,1019,111.22,10.9146,32,0,8,2,4,8,High,,
341,M,North,40:00.0,2,1,1,1,1,200,34,17,7,0,2,2,2,2,Low,,
342,M,South,17:00.0,1,0,1,0,1,39,0.78,2,3,0,1,1,1,1,Low,,
343,F,South,11:00.0,6,2,4,3,3,447,64.43,14.4138,18,1,6,2,4,6,Low,,
344,M,South,50:00.0,9,2,7,7,2,908,135.04,14.8722,27,1,7,2,4,7,Medium,,
345,M,South,25:00.0,9,5,4,2,7,1114,140.42,12.605,32,2,5,2,3,5,High,,
346,M,South,48:00.0,4,1,3,0,4,269,50.67,18.8364,11,1,3,2,3,3,Low,,
347,F,South,29:00.0,15,4,11,3,12,1317,146.74,11.1419,41,2,8,2,4,8,High,,
348,M,South,33:00.0,7,1,6,3,4,788,61.69,7.8286,23,1,5,2,3,5,Medium,,
349,M,North,12:00.0,10,4,6,5,5,881,136.95,15.5448,31,3,7,2,4,7,Medium,,
350,F,South,25:00.0,6,5,1,3,3,341,34.8,10.2052,16,1,5,2,4,5,Low,,
351,M,North,59:00.0,7,0,7,5,2,422,28.2,6.6824,16,0,7,2,4,7,Low,,
352,M,South,03:00.0,13,2,11,3,10,1253,149.36,11.9201,40,2,9,2,4,9,High,,
353,M,South,34:00.0,10,0,10,6,4,820,89.26,10.8853,31,2,8,2,4,8,Medium,,
354,M,South,32:00.0,11,4,7,4,7,675,97.54,14.4503,28,0,8,2,4,8,Medium,,
355,M,South,07:00.0,12,2,10,3,9,998,174.77,17.512,36,2,10,2,4,10,Medium,,
356,M,South,16:00.0,6,2,4,3,3,512,77.26,15.0898,18,2,5,2,4,5,Medium,,
357,M,South,14:00.0,11,5,6,4,7,853,132.79,15.5674,30,2,6,2,3,6,Medium,,
358,M,South,29:00.0,8,2,6,1,7,612,58.72,9.5947,22,0,5,2,3,5,Medium,,
359,M,North,55:00.0,8,0,8,5,3,969,107.7,11.1145,30,1,6,2,4,6,Medium,,
360,F,South,50:00.0,7,2,5,2,5,314,41.28,13.1464,16,2,5,2,4,5,Low,,
361,F,South,26:00.0,5,5,0,3,2,245,31.24,12.751,13,0,4,2,3,4,Low,,
362,M,South,26:00.0,11,5,6,7,4,1008,150.01,14.8819,36,1,7,2,4,7,High,,
363,F,South,58:00.0,7,2,5,3,4,398,54.66,13.7336,19,0,6,2,3,6,Low,,
364,M,South,34:00.0,9,4,5,4,5,777,132.2,17.0141,26,2,9,2,4,9,Medium,,
365,M,South,14:00.0,8,3,5,5,3,686,103.18,15.0408,26,4,5,2,4,5,Medium,,
366,F,South,08:00.0,2,1,1,2,0,105,8.6,8.1904,6,0,2,2,2,2,Low,,
367,M,South,04:00.0,8,2,6,5,3,552,60.44,10.9492,22,0,6,2,4,6,Medium,,
368,F,South,21:00.0,5,2,3,3,2,473,57.01,12.0528,15,0,5,2,3,5,Low,,
369,F,South,30:00.0,9,5,4,1,8,1137,133.29,11.7229,37,1,5,2,3,5,High,,
370,M,South,29:00.0,6,4,2,3,3,524,92.86,17.7213,14,2,6,2,4,6,Medium,,
371,M,South,34:00.0,7,3,4,3,4,341,31.61,9.2697,16,0,7,2,3,7,Low,,
372,M,South,37:00.0,17,6,11,10,7,1316,128.5,9.7644,54,1,8,2,4,8,High,,
373,F,South,27:00.0,10,2,8,3,7,959,125.61,13.098,33,2,7,2,4,7,Medium,,
374,M,South,00:00.0,5,1,4,1,4,499,56.23,11.2685,15,1,4,2,3,4,Low,,
375,M,South,21:00.0,6,0,6,3,3,573,54.34,9.4834,20,2,5,2,4,5,Medium,,
376,M,South,08:00.0,8,2,6,2,6,528,39.82,7.5416,21,0,7,2,4,7,Medium,,
377,M,South,23:00.0,10,6,4,2,8,662,61.48,9.287,22,1,7,2,4,7,Medium,,
378,M,South,53:00.0,4,2,2,1,3,615,96.45,15.6829,18,1,4,2,2,4,Medium,,
379,M,South,49:00.0,10,5,5,5,5,763,85.11,11.1546,30,2,7,2,4,7,Medium,,
380,M,South,57:00.0,7,3,4,3,4,407,69.33,17.0343,16,2,7,2,4,7,Low,,
381,M,South,28:00.0,8,2,6,3,5,576,84.34,14.6423,20,2,6,2,4,6,Medium,,
382,M,South,12:00.0,4,1,3,2,2,113,23.09,20.4336,6,3,3,2,2,3,Low,,
383,M,South,02:00.0,5,1,4,4,1,493,53.43,10.8377,17,1,5,2,4,5,Low,,
384,F,North,49:00.0,13,1,12,4,9,1113,88.65,7.9649,38,0,9,2,4,9,High,,
385,M,North,15:00.0,12,2,10,5,7,1243,86.73,6.9774,41,2,9,2,4,9,High,,
386,M,South,13:00.0,9,2,7,2,7,823,96.82,11.7642,24,0,5,2,3,5,Medium,,
387,M,North,56:00.0,5,2,3,3,2,827,103.32,12.4933,20,1,4,2,2,4,Medium,,
388,M,North,57:00.0,10,4,6,3,7,425,58.35,13.7294,21,1,6,2,3,6,Low,,
389,F,North,02:00.0,9,5,4,4,5,633,84.02,13.2733,28,2,5,2,3,5,Medium,,
390,M,South,57:00.0,13,5,8,5,8,1065,162.3,15.2394,42,2,7,2,4,7,High,,
391,M,South,47:00.0,13,4,9,6,7,1655,120.12,7.258,43,1,8,2,4,8,High,,
392,F,South,33:00.0,8,3,5,1,7,1076,153.24,14.2416,31,2,6,2,4,6,High,,
393,M,South,34:00.0,8,4,4,2,6,1132,101.6,8.9752,31,1,6,2,4,6,High,,
394,M,South,22:00.0,9,3,6,6,3,478,41.94,8.774,24,0,6,2,3,6,Low,,
395,F,South,40:00.0,10,4,6,7,3,692,73.36,10.6011,28,1,7,2,4,7,Medium,,
396,M,South,06:00.0,7,2,5,2,5,525,83.64,15.9314,20,0,5,2,4,5,Medium,,
397,F,South,48:00.0,8,3,5,4,4,564,68.65,12.1719,21,2,6,2,4,6,Medium,,
398,F,South,16:00.0,5,1,4,3,2,415,76.77,18.4987,15,3,4,2,3,4,Low,,
399,M,South,13:00.0,9,3,6,2,7,679,76.77,11.3063,26,1,7,2,4,7,Medium,,
400,M,South,57:00.0,7,2,5,4,3,356,30.56,8.5842,17,2,6,2,3,6,Low,,
401,M,South,14:00.0,5,1,4,3,2,457,35.08,7.6761,12,2,4,2,3,4,Low,,
402,M,South,31:00.0,7,3,4,4,3,725,68.62,9.4648,23,2,4,2,3,4,Medium,,
403,F,North,30:00.0,6,3,3,2,4,589,50.17,8.5178,17,0,6,2,4,6,Medium,,
404,F,South,40:00.0,10,2,8,2,8,902,101.9,11.2971,31,0,6,2,3,6,Medium,,
405,M,South,01:00.0,12,3,9,5,7,1093,152.89,13.9881,40,3,7,2,4,7,High,,
406,M,South,32:00.0,12,4,8,7,5,699,64.23,9.1888,31,2,7,2,4,7,Medium,,
407,M,South,58:00.0,5,1,4,4,1,519,43.92,8.4624,17,0,4,2,4,4,Medium,,
408,M,North,27:00.0,6,3,3,3,3,718,76.34,10.6323,24,1,5,2,3,5,Medium,,
409,F,North,13:00.0,7,2,5,3,4,525,36.22,6.899,24,2,5,2,3,5,Medium,,
410,M,South,42:00.0,6,1,5,2,4,195,30.75,15.7692,10,1,5,2,4,5,Low,,
411,M,South,50:00.0,9,0,9,4,5,946,83.64,8.8414,29,1,8,2,4,8,Medium,,
412,F,South,42:00.0,5,3,2,3,2,195,25.68,13.1692,11,1,4,2,3,4,Low,,
413,F,South,59:00.0,2,1,1,0,2,139,24.39,17.5467,4,1,2,2,2,2,Low,,
414,M,South,11:00.0,7,1,6,3,4,688,118.1,17.1656,20,2,5,2,3,5,Medium,,
415,M,South,12:00.0,14,6,8,5,9,1334,196.95,14.7638,47,1,8,2,4,8,High,,
416,M,South,11:00.0,10,2,8,3,7,805,110.67,13.7478,25,3,7,2,4,7,Medium,,
417,F,South,31:00.0,13,1,12,5,8,1162,183.18,15.7641,42,1,9,2,4,9,High,,
418,F,North,41:00.0,6,4,2,2,4,392,61.05,15.5739,14,1,6,2,4,6,Low,,
419,M,South,30:00.0,11,2,9,5,6,807,94.06,11.6555,38,0,8,2,3,8,Medium,,
420,M,South,24:00.0,7,2,5,5,2,562,41.99,7.4715,19,2,6,2,4,6,Medium,,
421,M,South,48:00.0,7,2,5,6,1,333,51.39,15.4324,13,1,5,2,3,5,Low,,
422,M,South,22:00.0,7,1,6,4,3,538,88.84,16.513,15,0,4,2,2,4,Medium,,
423,M,South,34:00.0,6,1,5,2,4,429,45.78,10.6713,13,0,5,2,4,5,Low,,
424,F,North,52:00.0,21,5,16,8,13,1680,210.81,12.5482,66,3,8,2,4,8,High,,
425,M,South,30:00.0,7,6,1,3,4,679,102.86,15.1487,20,1,6,2,4,6,Medium,,
426,F,South,21:00.0,9,3,6,0,9,788,67.84,8.6091,28,1,7,2,3,7,Medium,,
427,F,South,16:00.0,17,5,12,5,12,1606,211.45,13.1662,59,5,11,2,4,11,High,,
428,M,South,59:00.0,9,4,5,5,4,730,90.47,12.3931,31,0,6,2,3,6,Medium,,
429,M,South,11:00.0,2,1,1,1,1,90,13.5,15,3,0,2,2,2,2,Low,,
430,F,South,01:00.0,9,5,4,5,4,567,62.11,10.9541,24,0,7,2,4,7,Medium,,
431,M,South,44:00.0,7,1,6,2,5,503,72.43,14.3996,20,2,6,2,3,6,Medium,,
432,M,South,41:00.0,7,2,5,3,4,694,120.05,17.2982,23,2,6,2,4,6,Medium,,
433,M,South,42:00.0,5,2,3,3,2,195,30.8,15.7948,16,1,3,2,3,3,Low,,
434,M,South,18:00.0,4,3,1,3,1,386,51.73,13.4015,11,1,4,2,3,4,Low,,
435,M,North,37:00.0,10,4,6,5,5,788,70.82,8.9873,22,1,7,2,4,7,Medium,,
436,F,South,28:00.0,11,1,10,4,7,1330,218.97,16.4639,40,2,8,2,4,8,High,,
437,M,South,21:00.0,11,3,8,5,6,840,99.73,11.8726,28,1,9,2,4,9,Medium,,
438,M,South,47:00.0,8,0,8,4,4,390,47.24,12.1128,18,0,7,2,3,7,Low,,
439,M,South,22:00.0,8,4,4,2,6,916,103.72,11.3231,31,0,6,2,3,6,Medium,,
440,F,South,55:00.0,9,2,7,4,5,774,91.41,11.81,26,1,6,2,4,6,Medium,,
441,M,South,41:00.0,7,2,5,4,3,354,42.81,12.0932,18,1,6,2,3,6,Low,,
442,F,South,27:00.0,10,2,8,5,5,1246,110.99,8.9077,34,1,6,2,4,6,High,,
443,F,North,43:00.0,11,3,8,3,8,704,71.73,10.1889,26,1,6,2,3,6,Medium,,
444,M,South,35:00.0,5,2,3,3,2,416,45.56,10.9519,16,2,5,2,4,5,Low,,
445,F,South,10:00.0,11,2,9,5,6,852,152.66,17.9178,25,4,8,2,4,8,Medium,,
446,M,South,36:00.0,7,1,6,4,3,452,68.78,15.2168,18,2,6,1,2,6,Low,,
447,F,South,02:00.0,7,2,5,2,5,434,22.09,5.0898,22,1,7,2,4,7,Low,,
448,M,South,51:00.0,4,1,3,0,4,170,25.8,15.1764,11,0,4,2,3,4,Low,,
449,M,North,57:00.0,7,2,5,3,4,384,42.64,11.1041,19,0,6,2,4,6,Low,,
450,M,South,16:00.0,4,1,3,2,2,342,43.97,12.8567,14,0,4,2,3,4,Low,,
451,F,South,05:00.0,13,3,10,4,9,1279,112.02,8.7584,36,1,9,2,4,9,High,,
452,M,South,33:00.0,10,4,6,3,7,931,105.5,11.3319,31,0,5,2,4,5,Medium,,
453,M,North,57:00.0,4,0,4,1,3,193,37.69,19.5284,14,2,3,2,3,3,Low,,
454,F,South,34:00.0,12,6,6,4,8,1242,163.36,13.1529,39,1,8,2,4,8,High,,
455,M,South,35:00.0,8,2,6,5,3,416,54.39,13.0745,18,2,7,2,3,7,Low,,
456,M,South,21:00.0,10,3,7,5,5,730,70.78,9.6958,28,1,7,2,4,7,Medium,,
457,F,South,07:00.0,10,2,8,4,6,1128,97.54,8.6471,34,2,8,2,4,8,High,,
458,M,South,44:00.0,11,4,7,5,6,930,129.57,13.9322,30,2,6,2,4,6,Medium,,
459,M,South,55:00.0,10,2,8,2,8,820,93.91,11.4524,28,0,9,2,4,9,Medium,,
460,F,South,40:00.0,10,3,7,4,6,684,51.42,7.5175,31,0,8,2,4,8,Medium,,
461,M,South,39:00.0,7,2,5,2,5,575,80.3,13.9652,26,1,6,2,4,6,Medium,,
462,F,South,47:00.0,4,3,1,2,2,208,21.53,10.3509,9,1,3,1,2,3,Low,,
463,F,South,22:00.0,4,0,4,2,2,455,32.24,7.0857,9,0,2,1,1,2,Low,,
464,M,South,09:00.0,3,1,2,1,2,264,48.24,18.2727,9,1,3,2,3,3,Low,,
465,M,South,08:00.0,10,6,4,4,6,950,88.6,9.3263,35,3,7,2,3,7,Medium,,
466,M,South,59:00.0,13,2,11,8,5,891,84.41,9.4736,31,1,9,2,4,9,Medium,,
467,M,North,26:00.0,9,2,7,3,6,899,103.61,11.525,26,0,5,2,3,5,Medium,,
468,M,North,34:00.0,7,2,5,4,3,876,91.54,10.4497,23,0,5,2,4,5,Medium,,
469,M,South,16:00.0,9,6,3,1,8,785,60.49,7.7057,27,0,6,2,4,6,Medium,,
470,M,South,03:00.0,6,1,5,3,3,433,32.47,7.4988,22,1,4,2,4,4,Low,,
471,M,South,27:00.0,6,0,6,2,4,591,66.75,11.2944,19,0,5,2,4,5,Medium,,
472,F,South,32:00.0,6,1,5,3,3,345,63.91,18.5246,21,2,4,2,3,4,Low,,
473,F,South,17:00.0,7,1,6,3,4,761,118.07,15.5151,29,2,6,2,4,6,Medium,,
474,M,South,54:00.0,8,1,7,5,3,454,53.11,11.6982,16,0,5,2,3,5,Low,,
475,M,South,08:00.0,6,1,5,3,3,376,40.47,10.7632,13,0,6,2,4,6,Low,,
476,F,North,46:00.0,5,3,2,3,2,503,50.06,9.9522,15,0,4,2,3,4,Medium,,
477,M,South,36:00.0,10,2,8,3,7,959,109.76,11.4452,33,1,6,2,3,6,Medium,,
478,M,South,02:00.0,5,1,4,3,2,563,76.08,13.5133,13,1,5,2,4,5,Medium,,
479,M,North,21:00.0,7,3,4,3,4,348,45.81,13.1637,15,2,5,2,4,5,Low,,
480,M,South,05:00.0,11,3,8,3,8,706,51.1,7.2379,33,2,7,2,3,7,Medium,,
481,M,South,43:00.0,7,2,5,3,4,579,42.78,7.3886,22,0,6,2,3,6,Medium,,
482,M,North,42:00.0,10,3,7,4,6,638,82.61,12.9482,28,2,8,2,4,8,Medium,,
483,F,North,13:00.0,11,5,6,6,5,790,111.78,14.1493,36,3,7,2,3,7,Medium,,
484,M,South,34:00.0,6,2,4,3,3,452,81.55,18.042,16,2,3,2,3,3,Low,,
485,M,South,11:00.0,10,3,7,6,4,678,81.81,12.0663,33,1,6,2,4,6,Medium,,
486,F,South,39:00.0,5,2,3,3,2,422,35.52,8.417,16,0,4,2,3,4,Low,,
487,F,North,40:00.0,6,0,6,3,3,398,17.98,4.5175,17,0,4,2,2,4,Low,,
488,M,South,58:00.0,9,3,6,4,5,654,120.28,18.3914,25,4,7,2,4,7,Medium,,
489,M,South,06:00.0,3,1,2,2,1,182,23.55,12.9395,5,0,3,1,2,3,Low,,
490,M,South,41:00.0,8,3,5,2,6,486,55.98,11.5185,19,0,6,2,4,6,Low,,
491,F,North,39:00.0,1,0,1,0,1,20,2.8,14,2,0,1,1,1,1,Low,,
492,M,North,52:00.0,9,5,4,4,5,749,113.58,15.1642,25,0,7,2,4,7,Medium,,
493,M,South,03:00.0,10,3,7,4,6,442,68.14,15.4162,26,2,5,2,3,5,Low,,
494,M,North,04:00.0,10,1,9,7,3,460,69.13,15.0282,15,2,8,2,4,8,Low,,
495,M,South,15:00.0,11,2,9,6,5,984,109.37,11.1148,33,2,7,2,4,7,Medium,,
496,M,South,13:00.0,6,3,3,1,5,519,56.15,10.8188,16,0,5,2,4,5,Medium,,
497,M,South,59:00.0,12,4,8,7,5,1123,158.25,14.0917,30,3,7,2,4,7,High,,
498,M,South,26:00.0,6,1,5,2,4,314,26.8,8.535,16,1,5,2,3,5,Low,,
499,M,South,29:00.0,6,1,5,2,4,399,24.45,6.1278,21,1,5,2,3,5,Low,,
500,M,South,57:00.0,12,3,9,6,6,1396,166.93,11.9577,43,3,7,2,4,7,High,,
501,M,South,40:00.0,6,3,3,0,6,298,26.4,8.859,15,1,5,2,3,5,Low,,
502,F,South,36:00.0,6,2,4,2,4,542,76.14,14.0479,15,1,4,2,2,4,Medium,,
503,M,North,47:00.0,6,2,4,3,3,305,18.5,6.0655,15,1,5,2,3,5,Low,,
504,F,South,13:00.0,10,3,7,7,3,1012,138.13,13.6492,33,1,8,2,3,8,High,,
505,M,South,05:00.0,5,2,3,1,4,351,68.14,19.4131,17,2,4,2,4,4,Low,,
506,F,North,53:00.0,3,0,3,1,2,142,14.42,10.1549,7,0,3,2,3,3,Low,,
507,M,North,26:00.0,9,4,5,5,4,621,61.23,9.8599,24,0,6,2,4,6,Medium,,
508,F,South,28:00.0,8,2,6,4,4,866,84.96,9.8106,29,1,6,2,4,6,Medium,,
509,M,South,47:00.0,5,0,5,2,3,384,54.41,14.1692,18,1,4,2,3,4,Low,,
510,F,South,30:00.0,12,3,9,7,5,1081,122.98,11.3765,45,1,9,2,4,9,High,,
511,M,South,35:00.0,15,5,10,9,6,1193,127.89,10.72,45,2,7,2,3,7,High,,
512,F,South,53:00.0,5,1,4,1,4,427,32.49,7.6088,14,0,4,2,3,4,Low,,
513,M,North,14:00.0,10,6,4,4,6,641,69.83,10.8939,20,0,8,2,4,8,Medium,,
514,M,South,50:00.0,7,1,6,3,4,397,29.26,7.3702,21,1,5,2,3,5,Low,,
515,M,South,08:00.0,8,1,7,6,2,912,88.05,9.6546,29,0,8,2,4,8,Medium,,
516,M,South,02:00.0,12,2,10,4,8,627,68.34,10.8995,27,1,8,2,4,8,Medium,,
517,F,South,45:00.0,5,1,4,4,1,159,24.03,15.1132,7,0,5,2,3,5,Low,,
518,M,North,42:00.0,8,3,5,3,5,625,78.46,12.5536,26,1,6,2,3,6,Medium,,
519,M,North,32:00.0,6,0,6,4,2,326,50.52,15.4969,10,2,4,2,3,4,Low,,
520,M,South,07:00.0,7,2,5,3,4,396,51.9,13.106,20,0,5,2,4,5,Low,,
521,M,South,31:00.0,9,2,7,7,2,868,104.04,11.9861,33,1,7,2,3,7,Medium,,
522,M,South,23:00.0,3,2,1,1,2,211,14.42,6.8341,7,1,2,1,2,2,Low,,
523,M,South,27:00.0,9,3,6,3,6,1006,123.96,12.322,30,3,6,2,4,6,High,,
524,M,South,44:00.0,10,1,9,2,8,633,71.05,11.2243,27,2,6,2,4,6,Medium,,
525,M,South,55:00.0,11,2,9,5,6,849,119.41,14.0647,35,2,8,2,4,8,Medium,,
526,F,South,31:00.0,8,2,6,2,6,830,84.98,10.2385,28,2,5,2,4,5,Medium,,
527,F,South,08:00.0,6,2,4,3,3,449,39.51,8.7995,14,0,5,2,3,5,Low,,
528,M,South,15:00.0,12,5,7,8,4,648,71.8,11.0802,29,1,9,2,4,9,Medium,,
529,M,South,03:00.0,8,0,8,4,4,626,41.4,6.6134,23,0,7,2,4,7,Medium,,
530,M,South,46:00.0,5,1,4,4,1,415,49.74,11.9855,16,0,5,2,4,5,Low,,
531,M,South,14:00.0,8,2,6,3,5,340,30.15,8.8676,16,0,7,2,3,7,Low,,
532,F,South,35:00.0,7,3,4,4,3,416,58.19,13.9879,20,1,6,2,3,6,Low,,
533,M,North,52:00.0,11,0,11,6,5,838,89.38,10.6658,38,1,8,2,4,8,Medium,,
534,F,South,31:00.0,10,1,9,2,8,801,103.79,12.9575,31,3,7,2,4,7,Medium,,
535,M,South,55:00.0,6,1,5,1,5,493,46.54,9.4401,20,0,5,2,3,5,Low,,
536,M,North,42:00.0,12,6,6,7,5,889,90.63,10.1946,31,1,9,2,4,9,Medium,,
537,M,South,20:00.0,7,2,5,3,4,595,72.79,12.2336,25,1,6,2,4,6,Medium,,
538,M,South,37:00.0,12,3,9,5,7,1189,137.35,11.5517,36,4,7,2,4,7,High,,
539,M,South,06:00.0,8,2,6,4,4,609,41.73,6.8522,23,0,5,2,3,5,Medium,,
540,M,South,30:00.0,15,3,12,4,11,1349,203.62,15.0941,43,3,8,2,4,8,High,,
541,M,North,31:00.0,6,1,5,1,5,697,84.7,12.152,27,0,4,2,4,4,Medium,,
542,F,South,58:00.0,3,0,3,1,2,177,19.14,10.8135,6,0,3,2,3,3,Low,,
